authorAvatar,authorId,authorName,authorUsername,createdAt,id,images/0/alt,images/0/aspectRatio/height,images/0/aspectRatio/width,images/0/fullsize,images/0/thumb,images/1/alt,images/1/aspectRatio/height,images/1/aspectRatio/width,images/1/fullsize,images/1/thumb,images/2/alt,images/2/aspectRatio/height,images/2/aspectRatio/width,images/2/fullsize,images/2/thumb,images/3/alt,images/3/aspectRatio/height,images/3/aspectRatio/width,images/3/fullsize,images/3/thumb,langs/0,likeCount,link/description,link/thumb,link/title,link/uri,primaryImage,replyCount,repostCount,text,url
https://cdn.bsky.app/img/avatar/plain/did:plc:y6msusnvv26y7o3ldyvyo6ge/bafkreies4y4hh5odmwrv5vtofmj2jq52ec7c6tzvjrkqwpnfrttybchkny@jpeg,did:plc:y6msusnvv26y7o3ldyvyo6ge,Dr. Sven-Eric Jordt #TobRegSky,sejordt.bsky.social,2024-12-16T20:30:24.099Z,bafyreifrggm2w4dxxxfust7mm4vy3rkdu26lzwfjzflfltzboa4ylun6ba,,,,,,,,,,,,,,,,,,,,,en,11,,,,,,0,2,#TobRegSky #PedSky #MedSky #EpiSky #addictionsci #policysky #polisky #neuroskyence #neurosci #PainResearch #addictionsci 🧪🛟 🫁,https://bsky.app/profile/sejordt.bsky.social/post/3ldh6ahlhqk2p
https://cdn.bsky.app/img/avatar/plain/did:plc:y6msusnvv26y7o3ldyvyo6ge/bafkreies4y4hh5odmwrv5vtofmj2jq52ec7c6tzvjrkqwpnfrttybchkny@jpeg,did:plc:y6msusnvv26y7o3ldyvyo6ge,Dr. Sven-Eric Jordt #TobRegSky,sejordt.bsky.social,2024-12-16T20:02:54.327Z,bafyreig2gpr2tpyusphutraeu7kotn3xga6tlq5jef7l5zsstvy7doscnq,,596,597,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:g7cr6p4wwzyygovsese6ocnw/bafkreidtzxfvardfb6fvbwuprgc7z3da7xc3xpbtyv3v66o4bmpofhot4i@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:g7cr6p4wwzyygovsese6ocnw/bafkreidtzxfvardfb6fvbwuprgc7z3da7xc3xpbtyv3v66o4bmpofhot4i@jpeg,,,,,,,,,,,,,,,,en,48,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:g7cr6p4wwzyygovsese6ocnw/bafkreidtzxfvardfb6fvbwuprgc7z3da7xc3xpbtyv3v66o4bmpofhot4i@jpeg?f=.jpeg,1,8,"#TobRegSky #PedSky #MedSky #EpiSky #addictionsci #policysky #polisky #neuroskyence #neurosci #PainResearch #addictionsci 🧪🛟 🫁
PLOS journals cease posting on X.",https://bsky.app/profile/sejordt.bsky.social/post/3ldh4pcagbk2p
https://cdn.bsky.app/img/avatar/plain/did:plc:3axv6ug24cx6x5eqepvtjxyk/bafkreicve6w3rg3ebawvzx3y5k6nfuy36ilqh6kkp5xhlgdvvyifddfwje@jpeg,did:plc:3axv6ug24cx6x5eqepvtjxyk,@denklab,denklab.bsky.social,2024-12-16T16:55:04.483Z,bafyreid7rqcfxvlgtmcp7narfvs2uzdeauyao5brpnk6gwnrsyyqmtas5a,,,,,,,,,,,,,,,,,,,,,en,18,"Neuropathic pain is a particularly intractable type of chronic pain that can result from physical nerve damage due to surgery or entrapment. Here, we present data which suggest that a particular subcl...",https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:3axv6ug24cx6x5eqepvtjxyk/bafkreifmlmt7a3uikrhb7fr53jxvw6gumunb43urgc5cinq3f2eca3ggmi@jpeg,A role for fibroblast and mural cell subsets in models of neuropathic pain,https://www.biorxiv.org/content/10.1101/2024.12.11.627455v1,,1,5,Interested in #PainResearch and/or mural cells (#pericyte #BloodBrainBarrier)? This one may be for you! Our latest #neuroskyence research suggesting that cells at the blood nerve barrier may be particularly replete with pain-inducing substances 🧪 #painscience: www.biorxiv.org/content/10.1...,https://bsky.app/profile/denklab.bsky.social/post/3ldgs7gi47s22
https://cdn.bsky.app/img/avatar/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreiby5yqw5b6spxcvucp67iahqbhbkfcxpmsn4fskz6fky5letd2go4@jpeg,did:plc:xpg3phnkabefr2ht5st3wx5v,Migraine Science Collaborative (MSC),migrainecollab.bsky.social,2024-12-16T16:50:51.131Z,bafyreibanhyauwwcgaycv52ajrix2lovmlxodbzl44vvs4wmkli7hehx3i,,630,1200,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreibp66qmwjpqkcbbjxrmdugzvghgyai5ra3stwsb37dbk7kn2yqzvq@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreibp66qmwjpqkcbbjxrmdugzvghgyai5ra3stwsb37dbk7kn2yqzvq@jpeg,,,,,,,,,,,,,,,,en,1,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreibp66qmwjpqkcbbjxrmdugzvghgyai5ra3stwsb37dbk7kn2yqzvq@jpeg?f=.jpeg,0,0,"The latest edition of our biweekly literature recap is now available. It's a great way to keep up with the latest papers. Take a look on MSC today. #migraineresearch #headacheresearch #painresearch
migrainecollaborative.org/paper-date/2...",https://bsky.app/profile/migrainecollab.bsky.social/post/3ldgrxuumyk2q
https://cdn.bsky.app/img/avatar/plain/did:plc:y6msusnvv26y7o3ldyvyo6ge/bafkreies4y4hh5odmwrv5vtofmj2jq52ec7c6tzvjrkqwpnfrttybchkny@jpeg,did:plc:y6msusnvv26y7o3ldyvyo6ge,Dr. Sven-Eric Jordt #TobRegSky,sejordt.bsky.social,2024-12-16T14:40:08.135Z,bafyreic7zeho26c7mk6mvz5z7ikkomr4fvn3mu6sudzhjagzn3z5h7ksw4,,,,,,,,,,,,,,,,,,,,,en,13,,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:73fcnk36n44mdm5gs5byagql/bafkreian45x3jnsqeth3566gfem4uqukvqzqolyedznwhediftnvbkfdju@jpeg,Changes to the classification,https://julkaisufoorumi.fi/en/news/changes-classification,,2,2,"#TobRegSky #PedSky #MedSky #EpiSky #addictionsci #policysky #polisky #neuroskyence #neurosci #PainResearch #addictionsci 🧪🛟 🫁
Almost all MDPI and Frontiers journals downgraded by Finnish Publication Forum of the Federation of Finnish Learned Societies.",https://bsky.app/profile/sejordt.bsky.social/post/3ldgko575fk2g
https://cdn.bsky.app/img/avatar/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreiexvl5jt55wx22zkdl3zy7dqsescajmy2ehxdkh4fslksid2o732i@jpeg,did:plc:xzy7rmgg36ok4tncyq27kxwc,"Nesia Zurek, PhD",docnessmonster.bsky.social,2024-12-15T15:30:30.963Z,bafyreigcd36syrtwu3oybm2zr3ujt5ld5xb5xq73vwhlf46jwkywilcffa,,1673,2000,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreid3i3lifnj3q7gqznq6vdasydxtj46luw6cgp62jdxoabwbz5mcr4@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreid3i3lifnj3q7gqznq6vdasydxtj46luw6cgp62jdxoabwbz5mcr4@jpeg,,,,,,,,,,,,,,,,en,54,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreid3i3lifnj3q7gqznq6vdasydxtj46luw6cgp62jdxoabwbz5mcr4@jpeg?f=.jpeg,4,1,"New year, new notebooks! I designed these based on some images I took of some sensory neurons. Seemed like an appropriate lab holiday gift! #neuroskyence #PainResearch #SciArt",https://bsky.app/profile/docnessmonster.bsky.social/post/3lde4zcjtt227
https://cdn.bsky.app/img/avatar/plain/did:plc:tezjdbv5o4r2ofkd7zhoptu2/bafkreig7p6uikqlfwej263gptj4rpyqddp2oryrbvd7vzflpgkymb54724@jpeg,did:plc:tezjdbv5o4r2ofkd7zhoptu2,Kevin A Keay,kevinkeay.bsky.social,2024-12-13T22:52:29.547Z,bafyreih3qkhev5qwilo5ii332hun6xbmo4ygqfvpseioarpyzvs6vvu6zm,,,,,,,,,,,,,,,,,,,,,en,6,"Chronic neuropathic pain is a debilitating condition that results from damage to the nervous system. Current treatments are largely ineffective, with …",https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:tezjdbv5o4r2ofkd7zhoptu2/bafkreicu7zi5sg3ye4l6y3pgt3225sxghwwaxrnvev43qh2yk3txec5hpi@jpeg,Evidence for glial reactivity using positron-emission tomography imaging of translocator Protein-18 kD [TSPO] in both sham and nerve-injured rats in a preclinical model of orofacial neuropathic pain,https://www.sciencedirect.com/science/article/pii/S2452073X24000266,,0,0,"We show, glial changes in the peripheral nerve and brain in both nerve-injured and sham-injured rats using PET in a preclinical model of neuropathic pain readily translated for human #painresearch studies. www.sciencedirect.com/science/arti...",https://bsky.app/profile/kevinkeay.bsky.social/post/3ld7urrpbjs2s
https://cdn.bsky.app/img/avatar/plain/did:plc:tydnnz7g6yjfzfokksapen5l/bafkreib5yo35jzhahzy3qdv2txfmpzxxvntptwg4cmhg7ji2p777is3h6e@jpeg,did:plc:tydnnz7g6yjfzfokksapen5l,Ted Price,tedpricethepainguy.bsky.social,2024-12-13T19:16:30.900Z,bafyreihdpb7sz3bmdr3roqd4b4xw6buzjhx4zz6rcnkqu36zhanabu4z5m,,,,,,,,,,,,,,,,,,,,,en,18,Sensitization of the keratinocyte mechanotransducer PIEZO1 contributes to paclitaxel-induced touch pain.,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:tydnnz7g6yjfzfokksapen5l/bafkreig7r2hoydwnrfloiuddguqc3lmelryq4qmrd7iyrka7dyyg6nvtu4@jpeg,Increased keratinocyte activity and PIEZO1 signaling contribute to paclitaxel-induced mechanical hypersensitivity,https://www.science.org/doi/10.1126/scitranslmed.adn5629,,3,5,"Lots of exciting stuff in the #painresearch field yesterday. 4 papers and 1 news piece, but let's start with a... 
BOOM! www.science.org/doi/10.1126/... big breakthrough on CIPN from Cheryl Stucky's lab led by @amikesell.bsky.social with @katesadlerphd.bsky.social",https://bsky.app/profile/tedpricethepainguy.bsky.social/post/3ld7ipleqt22s
https://cdn.bsky.app/img/avatar/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreiexvl5jt55wx22zkdl3zy7dqsescajmy2ehxdkh4fslksid2o732i@jpeg,did:plc:xzy7rmgg36ok4tncyq27kxwc,"Nesia Zurek, PhD",docnessmonster.bsky.social,2024-12-13T15:37:40.822Z,bafyreibkob4dfx3mbuidercpihqcedb3tot6zk4nfdlnk3cdf72tsbltiq,,1026,2000,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreihjumzwkwnc22bdjj3emhcbv4cfsonydvs7f4wh7lai23qwjjwr64@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreihjumzwkwnc22bdjj3emhcbv4cfsonydvs7f4wh7lai23qwjjwr64@jpeg,,,,,,,,,,,,,,,,en,24,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreihjumzwkwnc22bdjj3emhcbv4cfsonydvs7f4wh7lai23qwjjwr64@jpeg?f=.jpeg,0,1,Happy #FluorescenceFriday I love looking at all the connections neurons make! #neuroskyence #painresearch,https://bsky.app/profile/docnessmonster.bsky.social/post/3ld74ibklys2t
https://cdn.bsky.app/img/avatar/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreiby5yqw5b6spxcvucp67iahqbhbkfcxpmsn4fskz6fky5letd2go4@jpeg,did:plc:xpg3phnkabefr2ht5st3wx5v,Migraine Science Collaborative (MSC),migrainecollab.bsky.social,2024-12-13T14:54:29.676Z,bafyreicbbayqdam7kluvbdmgcfbe6z5345gipwokrja7dx3sgcvyl7akba,,,,,,,,,,,,,,,,,,,,,en,4,Gender Shapes the Experience of Pain: An Interview with Kathleen Rice,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:xpg3phnkabefr2ht5st3wx5v/bafkreidlglfzbikxdichlwi3ppghmraisigkc7g37dmcoijzojizfcqqmi@jpeg,Gender Shapes the Experience of Pain: An Interview with Kathleen Rice - Migraine Science Collaborative,https://migrainecollaborative.org/gender-shapes-the-experience-of-pain-an-interview-with-kathleen-rice,,0,1,"See our interview with medical anthropologist Kathleen Rice, who discusses why gender matters in chronic #pain care and the importance of giving marginalized voices a “seat at the table” in the search for new chronic pain treatments. #painresearch #migraine
migrainecollaborative.org/gender-shape...",https://bsky.app/profile/migrainecollab.bsky.social/post/3ld7232h2z22m
https://cdn.bsky.app/img/avatar/plain/did:plc:lpgutc2gzgzfykvs7hxkb2dv/bafkreiezcl7c2wlccixxfsno24vyihna3l2wriifrfjg7uhkigwefns5ju@jpeg,did:plc:lpgutc2gzgzfykvs7hxkb2dv,Aubin Moutal,aubinmoutal.bsky.social,2024-12-13T02:27:38.422Z,bafyreid4scjfbh6ccwmbgfvqbwtdcggf3k2pduy3vkpomtynucfeozc7ca,,1126,2000,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:lpgutc2gzgzfykvs7hxkb2dv/bafkreifflbbb7o5pxmd5jezcnpeuxszjjyoxcaywbfz2alxkwjiv4getae@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:lpgutc2gzgzfykvs7hxkb2dv/bafkreifflbbb7o5pxmd5jezcnpeuxszjjyoxcaywbfz2alxkwjiv4getae@jpeg,,,,,,,,,,,,,,,,en,7,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:lpgutc2gzgzfykvs7hxkb2dv/bafkreifflbbb7o5pxmd5jezcnpeuxszjjyoxcaywbfz2alxkwjiv4getae@jpeg?f=.jpeg,2,0,Very very proud of Nico Dumaire @nicodumaire.bsky.social for sharing the best graduate student poster award at our department retreat today! 🏆 Your hard work and dedication to #PainResearch is inspiring. Keep up the amazing work! 👏 #Neuroscience,https://bsky.app/profile/aubinmoutal.bsky.social/post/3ld5qdl4elk26
https://cdn.bsky.app/img/avatar/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreiexvl5jt55wx22zkdl3zy7dqsescajmy2ehxdkh4fslksid2o732i@jpeg,did:plc:xzy7rmgg36ok4tncyq27kxwc,"Nesia Zurek, PhD",docnessmonster.bsky.social,2024-12-12T01:07:52.418Z,bafyreif7kyutobnepeqjm3jbiqahqi2h5nf2lu26joyvyeo6gso5vzwpwq,,1999,1500,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreiapi4b6gyvtdrcf4lgrs2mkz4qpayxbkmyfxlldle7aaijf2duvny@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreiapi4b6gyvtdrcf4lgrs2mkz4qpayxbkmyfxlldle7aaijf2duvny@jpeg,,2000,1500,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreia75upwzaiij7vcytdn2jwe3lkwtw6enddosfuxscu5ggooybrwfm@jpeg,https://cdn.bsky.app/img/feed_thumbnail/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreia75upwzaiij7vcytdn2jwe3lkwtw6enddosfuxscu5ggooybrwfm@jpeg,,,,,,,,,,,en,14,,,,,https://cdn.bsky.app/img/feed_fullsize/plain/did:plc:xzy7rmgg36ok4tncyq27kxwc/bafkreiapi4b6gyvtdrcf4lgrs2mkz4qpayxbkmyfxlldle7aaijf2duvny@jpeg?f=.jpeg,4,1,"One of the simplest explanations of our pain circuitry I have read. In ‘Behave’ by Robert Sapolsky. ‘An insect bite throbs unbearably, we scratch hard right around it to dull the pain, and the slow, chronic pain pathway is shut down for up to a few minutes’ #painresearch #neuroskyence",https://bsky.app/profile/docnessmonster.bsky.social/post/3ld33fze5ps2i
